26/07/2017;1,419653;108,843112
25/07/2017;1,427588;108,819123
21/07/2017;1,427377;108,973099
20/07/2017;1,430701;108,973093
19/07/2017;1,430707;108,875035
18/07/2017;1,429365;108,890899
17/07/2017;1,430301;108,878222
14/07/2017;1,442978;108,89189
13/07/2017;1,44321;108,867131
12/07/2017;1,470869;108,864039
11/07/2017;1,473961;108,863977
10/07/2017;1,474023;108,846589
07/07/2017;1,473811;108,817505
06/07/2017;1,474895;108,817271
04/07/2017;1,475129;108,814903
30/06/2017;1,475097;108,528196
29/06/2017;1,470904;108,836384
28/06/2017;1,474816;108,326105
27/06/2017;1,468195;108,333485
26/06/2017;1,468415;108,738238
23/06/2017;1,473362;108,501797
22/06/2017;1,470203;108,934659
21/06/2017;1,475441;108,649875
20/06/2017;1,471225;109,046012
16/06/2017;1,476488;108,79763
15/06/2017;1,47287;108,797587
14/06/2017;1,472913;108,845896
13/06/2017;1,474404;108,845811
12/06/2017;1,474489;108,827668
09/06/2017;1,474932;108,848682
08/06/2017;1,475218;108,814732
07/06/2017;1,486468;108,786367
06/06/2017;1,514833;108,786358
05/06/2017;1,514842;108,785749
02/06/2017;1,514851;108,6423
01/06/2017;1,5132;108,146937
31/05/2017;1,505363;108,311151
30/05/2017;1,508249;108,213689
26/05/2017;1,508311;108,254688
25/05/2017;1,509212;108,214752
24/05/2017;1,508648;108,145312
23/05/2017;1,507688;108,080126
22/05/2017;1,506874;108,272446
19/05/2017;1,509454;108,272195
18/05/2017;1,509705;108,544812
17/05/2017;1,513288;108,542045
16/05/2017;1,513955;108,541907
15/05/2017;1,514093;108,517943
12/05/2017;1,513757;107,650933
11/05/2017;1,498667;107,338864
10/05/2017;1,495736;107,338842
09/05/2017;1,495758;107,338765
08/05/2017;1,495835;107,379089
05/05/2017;1,497411;107,376083
04/05/2017;1,497517;107,375949
03/05/2017;1,497651;107,375867
02/05/2017;1,497733;107,409713
28/04/2017;1,498587;107,656888
27/04/2017;1,502012;107,676665
26/04/2017;1,503135;107,536279
25/04/2017;1,501121;107,890437
24/04/2017;1,507863;107,393974
21/04/2017;1,500726;107,244007
20/04/2017;1,499893;107,236127
18/04/2017;1,502973;107,397993
17/04/2017;1,505807;107,423838
12/04/2017;1,506262;107,638249
11/04/2017;1,509151;107,417387
10/04/2017;1,505813;107,407315
07/04/2017;1,515885;107,378944
06/04/2017;1,516056;107,349467
05/04/2017;1,516033;107,349463
04/04/2017;1,516037;107,418783
